iter	MAPE
505	0.9999999999
506	0.9999999999
507	0.9999999999
508	0.9999999999
509	0.9999999999
510	0.9999999999
511	0.9999999999
512	0.9999999999
513	0.9999999999
514	0.9999999999
515	0.9999999999
516	0.9999999999
517	0.9999999999
518	0.9999999999
519	0.9999999999
520	0.9999999999
521	0.9999999999
522	0.9999999999
523	0.9999999999
524	0.9999999999
525	0.9999999999
526	0.9999999999
527	0.9999999999
528	0.9999999999
529	0.9999999999
530	0.9999999999
531	0.9999999999
532	0.9999999999
533	0.9999999999
534	0.9999999999
535	0.9999999999
536	0.9999999999
537	0.9999999999
538	0.9999999999
539	0.9999999999
540	0.9999999999
541	0.9999999999
542	0.9999999999
543	0.9999999999
544	0.9999999999
545	0.9999999999
546	0.9999999999
547	0.9999999999
548	0.9999999999
549	0.9999999999
550	0.9999999999
551	0.9999999999
552	0.9999999999
553	0.9999999999
554	0.9999999999
555	0.9999999999
556	0.9999999999
557	0.9999999999
558	0.9999999999
559	0.9999999999
560	0.9999999999
561	0.9999999999
562	0.9999999999
563	0.9999999999
564	0.9999999999
565	0.9999999999
566	0.9999999999
567	0.9999999999
568	0.9999999999
569	0.9999999999
570	0.9999999999
571	0.9999999999
572	0.9999999999
573	0.9999999999
574	0.9999999999
575	0.9999999999
576	0.9999999999
577	0.9999999999
578	0.9999999999
579	0.9999999999
580	0.9999999999
581	0.9999999999
582	0.9999999999
583	0.9999999999
584	0.9999999999
585	0.9999999999
586	0.9999999999
587	0.9999999999
588	0.9999999999
589	0.9999999999
590	0.9999999999
591	0.9999999999
592	0.9999999999
593	0.9999999999
594	0.9999999999
595	0.9999999999
596	0.9999999999
597	0.9999999999
598	0.9999999999
599	0.9999999999
600	0.9999999999
601	0.9999999999
602	0.9999999999
603	0.9999999999
604	0.9999999999
605	0.9999999999
606	0.9999999999
607	0.9999999999
608	0.9999999999
609	0.9999999999
610	0.9999999999
611	0.9999999999
612	0.9999999999
613	0.9999999999
614	0.9999999999
615	0.9999999999
616	0.9999999999
617	0.9999999999
618	0.9999999999
619	0.9999999999
620	0.9999999999
621	0.9999999999
622	0.9999999999
623	0.9999999999
624	0.9999999999
625	0.9999999999
626	0.9999999999
627	0.9999999999
628	0.9999999999
629	0.9999999999
630	0.9999999999
631	0.9999999999
632	0.9999999999
633	0.9999999999
634	0.9999999999
635	0.9999999999
636	0.9999999999
637	0.9999999999
638	0.9999999999
639	0.9999999999
640	0.9999999999
641	0.9999999999
642	0.9999999999
643	0.9999999999
644	0.9999999999
645	0.9999999999
646	0.9999999999
647	0.9999999999
648	0.9999999999
649	0.9999999999
650	0.9999999999
651	0.9999999999
652	0.9999999999
653	0.9999999999
654	0.9999999999
655	0.9999999999
656	0.9999999999
657	0.9999999999
658	0.9999999999
659	0.9999999999
660	0.9999999999
661	0.9999999999
662	0.9999999999
663	0.9999999999
664	0.9999999999
665	0.9999999999
666	0.9999999999
667	0.9999999999
668	0.9999999999
669	0.9999999999
670	0.9999999999
671	0.9999999999
672	0.9999999999
673	0.9999999999
674	0.9999999999
675	0.9999999999
676	0.9999999999
677	0.9999999999
678	0.9999999999
679	0.9999999999
680	0.9999999999
681	0.9999999999
682	0.9999999999
683	0.9999999999
684	0.9999999999
685	0.9999999999
686	0.9999999999
687	0.9999999999
688	0.9999999999
689	0.9999999999
690	0.9999999999
691	0.9999999999
692	0.9999999999
693	0.9999999999
694	0.9999999999
695	0.9999999999
696	0.9999999999
697	0.9999999999
698	0.9999999999
699	0.9999999999
700	0.9999999999
701	0.9999999999
702	0.9999999999
703	0.9999999999
704	0.9999999999
705	0.9999999999
706	0.9999999999
707	0.9999999999
708	0.9999999999
709	0.9999999999
710	0.9999999999
711	0.9999999999
712	0.9999999999
713	0.9999999999
714	0.9999999999
715	0.9999999999
716	0.9999999999
717	0.9999999999
718	0.9999999999
719	0.9999999999
720	0.9999999999
721	0.9999999999
722	0.9999999999
723	0.9999999999
724	0.9999999999
725	0.9999999999
726	0.9999999999
727	0.9999999999
728	0.9999999999
729	0.9999999999
730	0.9999999999
731	0.9999999999
732	0.9999999999
733	0.9999999999
734	0.9999999999
735	0.9999999999
736	0.9999999999
737	0.9999999999
738	0.9999999999
739	0.9999999999
740	0.9999999999
741	0.9999999999
742	0.9999999999
743	0.9999999999
744	0.9999999999
745	0.9999999999
746	0.9999999999
747	0.9999999999
748	0.9999999999
749	0.9999999999
750	0.9999999999
751	0.9999999999
752	0.9999999999
753	0.9999999999
754	0.9999999999
755	0.9999999999
756	0.9999999999
757	0.9999999999
758	0.9999999999
759	0.9999999999
760	0.9999999999
761	0.9999999999
762	0.9999999999
763	0.9999999999
764	0.9999999999
765	0.9999999999
766	0.9999999999
767	0.9999999999
768	0.9999999999
769	0.9999999999
770	0.9999999999
771	0.9999999999
772	0.9999999999
773	0.9999999999
774	0.9999999999
775	0.9999999999
776	0.9999999998
777	0.9999999998
778	0.9999999998
779	0.9999999998
780	0.9999999998
781	0.9999999998
782	0.9999999998
783	0.9999999998
784	0.9999999998
785	0.9999999998
786	0.9999999998
787	0.9999999998
788	0.9999999998
789	0.9999999998
790	0.9999999998
791	0.9999999998
792	0.9999999998
793	0.9999999998
794	0.9999999998
795	0.9999999998
796	0.9999999998
797	0.9999999998
798	0.9999999998
799	0.9999999998
800	0.9999999998
801	0.9999999998
802	0.9999999998
803	0.9999999998
804	0.9999999998
805	0.9999999998
806	0.9999999998
807	0.9999999998
808	0.9999999998
809	0.9999999998
810	0.9999999998
811	0.9999999998
812	0.9999999998
813	0.9999999998
814	0.9999999998
815	0.9999999998
816	0.9999999998
817	0.9999999998
818	0.9999999998
819	0.9999999998
820	0.9999999998
821	0.9999999998
822	0.9999999998
823	0.9999999998
824	0.9999999998
825	0.9999999998
826	0.9999999998
827	0.9999999998
828	0.9999999998
829	0.9999999998
830	0.9999999998
831	0.9999999998
832	0.9999999998
833	0.9999999998
834	0.9999999998
835	0.9999999998
836	0.9999999998
837	0.9999999998
838	0.9999999998
839	0.9999999998
840	0.9999999998
841	0.9999999998
842	0.9999999998
843	0.9999999998
844	0.9999999998
845	0.9999999998
846	0.9999999998
847	0.9999999998
848	0.9999999998
849	0.9999999998
850	0.9999999998
851	0.9999999998
852	0.9999999998
853	0.9999999998
854	0.9999999998
855	0.9999999998
856	0.9999999998
857	0.9999999998
858	0.9999999998
859	0.9999999998
860	0.9999999998
861	0.9999999998
862	0.9999999998
863	0.9999999998
864	0.9999999998
865	0.9999999998
866	0.9999999998
867	0.9999999998
868	0.9999999998
869	0.9999999998
870	0.9999999998
871	0.9999999998
872	0.9999999998
873	0.9999999998
874	0.9999999998
875	0.9999999998
876	0.9999999998
877	0.9999999998
878	0.9999999998
879	0.9999999998
880	0.9999999998
881	0.9999999998
882	0.9999999998
883	0.9999999998
884	0.9999999998
885	0.9999999998
886	0.9999999998
887	0.9999999998
888	0.9999999998
889	0.9999999998
890	0.9999999998
891	0.9999999998
892	0.9999999998
893	0.9999999998
894	0.9999999998
895	0.9999999998
896	0.9999999998
897	0.9999999998
898	0.9999999998
899	0.9999999998
900	0.9999999998
901	0.9999999998
902	0.9999999998
903	0.9999999998
904	0.9999999998
905	0.9999999998
906	0.9999999998
907	0.9999999998
908	0.9999999998
909	0.9999999998
910	0.9999999998
911	0.9999999998
912	0.9999999998
913	0.9999999998
914	0.9999999998
915	0.9999999998
916	0.9999999998
917	0.9999999998
918	0.9999999998
919	0.9999999998
920	0.9999999998
921	0.9999999998
922	0.9999999998
923	0.9999999998
924	0.9999999998
925	0.9999999998
926	0.9999999998
927	0.9999999998
928	0.9999999998
929	0.9999999998
930	0.9999999998
931	0.9999999998
932	0.9999999998
933	0.9999999998
934	0.9999999998
935	0.9999999998
936	0.9999999998
937	0.9999999998
938	0.9999999998
939	0.9999999998
940	0.9999999998
941	0.9999999998
942	0.9999999998
943	0.9999999998
944	0.9999999998
945	0.9999999998
946	0.9999999998
947	0.9999999998
948	0.9999999998
949	0.9999999998
950	0.9999999998
951	0.9999999998
952	0.9999999998
953	0.9999999998
954	0.9999999998
955	0.9999999998
956	0.9999999998
957	0.9999999998
958	0.9999999998
959	0.9999999998
960	0.9999999998
961	0.9999999998
962	0.9999999998
963	0.9999999998
964	0.9999999998
965	0.9999999998
966	0.9999999998
967	0.9999999998
968	0.9999999998
969	0.9999999998
970	0.9999999998
971	0.9999999998
972	0.9999999998
973	0.9999999998
974	0.9999999998
975	0.9999999998
976	0.9999999998
977	0.9999999998
978	0.9999999998
979	0.9999999998
980	0.9999999998
981	0.9999999998
982	0.9999999998
983	0.9999999998
984	0.9999999998
985	0.9999999998
986	0.9999999998
987	0.9999999998
988	0.9999999998
989	0.9999999998
990	0.9999999998
991	0.9999999998
992	0.9999999998
993	0.9999999998
994	0.9999999998
995	0.9999999998
996	0.9999999998
997	0.9999999998
998	0.9999999998
999	0.9999999998
1000	0.9999999998
1001	0.9999999998
1002	0.9999999998
1003	0.9999999998
1004	0.9999999998
1005	0.9999999998
1006	0.9999999998
1007	0.9999999998
1008	0.9999999998
1009	0.9999999998
1010	0.9999999998
1011	0.9999999998
1012	0.9999999998
1013	0.9999999998
1014	0.9999999998
1015	0.9999999998
1016	0.9999999998
1017	0.9999999998
1018	0.9999999998
1019	0.9999999998
1020	0.9999999998
1021	0.9999999998
1022	0.9999999998
1023	0.9999999998
1024	0.9999999998
1025	0.9999999998
1026	0.9999999998
1027	0.9999999998
1028	0.9999999998
1029	0.9999999998
1030	0.9999999998
1031	0.9999999998
1032	0.9999999998
1033	0.9999999998
1034	0.9999999998
1035	0.9999999998
1036	0.9999999998
1037	0.9999999998
1038	0.9999999998
1039	0.9999999998
1040	0.9999999998
1041	0.9999999998
1042	0.9999999998
1043	0.9999999998
1044	0.9999999998
1045	0.9999999998
1046	0.9999999998
1047	0.9999999998
1048	0.9999999998
1049	0.9999999998
1050	0.9999999998
1051	0.9999999998
1052	0.9999999998
1053	0.9999999998
1054	0.9999999998
1055	0.9999999998
1056	0.9999999998
1057	0.9999999998
1058	0.9999999998
1059	0.9999999998
1060	0.9999999998
1061	0.9999999998
1062	0.9999999998
1063	0.9999999998
1064	0.9999999998
1065	0.9999999998
1066	0.9999999998
1067	0.9999999998
1068	0.9999999998
1069	0.9999999998
1070	0.9999999998
1071	0.9999999998
1072	0.9999999998
1073	0.9999999998
1074	0.9999999998
1075	0.9999999998
1076	0.9999999998
1077	0.9999999998
1078	0.9999999998
1079	0.9999999998
1080	0.9999999998
1081	0.9999999998
1082	0.9999999998
1083	0.9999999998
1084	0.9999999998
1085	0.9999999998
1086	0.9999999998
1087	0.9999999998
1088	0.9999999998
1089	0.9999999998
1090	0.9999999998
1091	0.9999999998
1092	0.9999999998
1093	0.9999999998
1094	0.9999999998
1095	0.9999999998
1096	0.9999999998
1097	0.9999999998
1098	0.9999999998
1099	0.9999999998
1100	0.9999999998
1101	0.9999999998
1102	0.9999999998
1103	0.9999999998
1104	0.9999999998
1105	0.9999999998
1106	0.9999999998
1107	0.9999999998
1108	0.9999999998
1109	0.9999999998
1110	0.9999999998
1111	0.9999999998
1112	0.9999999998
1113	0.9999999998
1114	0.9999999998
1115	0.9999999998
1116	0.9999999998
1117	0.9999999998
1118	0.9999999998
1119	0.9999999998
1120	0.9999999998
1121	0.9999999998
1122	0.9999999998
1123	0.9999999998
1124	0.9999999998
1125	0.9999999998
1126	0.9999999998
1127	0.9999999998
1128	0.9999999998
1129	0.9999999998
1130	0.9999999998
1131	0.9999999998
1132	0.9999999998
1133	0.9999999998
1134	0.9999999998
1135	0.9999999998
1136	0.9999999998
1137	0.9999999998
1138	0.9999999998
1139	0.9999999998
1140	0.9999999998
1141	0.9999999998
1142	0.9999999998
1143	0.9999999998
1144	0.9999999998
1145	0.9999999998
1146	0.9999999998
1147	0.9999999998
1148	0.9999999998
1149	0.9999999998
1150	0.9999999998
1151	0.9999999998
1152	0.9999999998
1153	0.9999999998
1154	0.9999999998
1155	0.9999999998
1156	0.9999999998
1157	0.9999999998
1158	0.9999999998
1159	0.9999999998
1160	0.9999999998
1161	0.9999999998
1162	0.9999999998
1163	0.9999999998
1164	0.9999999998
1165	0.9999999998
1166	0.9999999998
1167	0.9999999998
1168	0.9999999998
1169	0.9999999998
1170	0.9999999998
1171	0.9999999998
1172	0.9999999998
1173	0.9999999998
1174	0.9999999998
1175	0.9999999998
1176	0.9999999998
1177	0.9999999998
1178	0.9999999998
1179	0.9999999998
1180	0.9999999998
1181	0.9999999998
1182	0.9999999998
1183	0.9999999998
1184	0.9999999998
1185	0.9999999998
1186	0.9999999998
1187	0.9999999998
1188	0.9999999998
1189	0.9999999998
1190	0.9999999998
1191	0.9999999998
1192	0.9999999998
1193	0.9999999998
1194	0.9999999998
1195	0.9999999998
1196	0.9999999998
1197	0.9999999998
1198	0.9999999998
1199	0.9999999998
1200	0.9999999998
1201	0.9999999998
1202	0.9999999998
1203	0.9999999998
1204	0.9999999998
1205	0.9999999998
1206	0.9999999998
1207	0.9999999998
1208	0.9999999998
1209	0.9999999998
1210	0.9999999998
1211	0.9999999998
1212	0.9999999998
1213	0.9999999998
1214	0.9999999998
1215	0.9999999998
1216	0.9999999998
1217	0.9999999998
1218	0.9999999998
1219	0.9999999998
1220	0.9999999998
1221	0.9999999998
1222	0.9999999998
1223	0.9999999998
1224	0.9999999998
1225	0.9999999998
1226	0.9999999998
1227	0.9999999998
1228	0.9999999998
1229	0.9999999998
1230	0.9999999998
1231	0.9999999998
1232	0.9999999998
1233	0.9999999998
1234	0.9999999998
1235	0.9999999998
1236	0.9999999998
1237	0.9999999998
1238	0.9999999998
1239	0.9999999998
1240	0.9999999998
1241	0.9999999998
1242	0.9999999998
1243	0.9999999998
1244	0.9999999998
1245	0.9999999998
1246	0.9999999998
1247	0.9999999998
1248	0.9999999998
1249	0.9999999998
1250	0.9999999998
1251	0.9999999998
1252	0.9999999998
1253	0.9999999998
1254	0.9999999998
1255	0.9999999998
1256	0.9999999998
1257	0.9999999998
1258	0.9999999998
1259	0.9999999998
1260	0.9999999998
1261	0.9999999998
1262	0.9999999998
1263	0.9999999998
1264	0.9999999998
1265	0.9999999998
1266	0.9999999998
1267	0.9999999998
1268	0.9999999998
1269	0.9999999998
1270	0.9999999998
1271	0.9999999998
1272	0.9999999998
1273	0.9999999998
1274	0.9999999998
1275	0.9999999998
1276	0.9999999998
1277	0.9999999998
1278	0.9999999998
1279	0.9999999998
1280	0.9999999998
1281	0.9999999998
1282	0.9999999998
1283	0.9999999998
1284	0.9999999998
1285	0.9999999998
1286	0.9999999998
1287	0.9999999998
1288	0.9999999998
1289	0.9999999998
1290	0.9999999998
1291	0.9999999998
1292	0.9999999998
1293	0.9999999997
1294	0.9999999997
1295	0.9999999997
1296	0.9999999997
1297	0.9999999997
1298	0.9999999997
1299	0.9999999997
1300	0.9999999997
1301	0.9999999997
1302	0.9999999997
1303	0.9999999997
1304	0.9999999997
1305	0.9999999997
1306	0.9999999997
1307	0.9999999997
1308	0.9999999997
1309	0.9999999997
1310	0.9999999997
1311	0.9999999997
1312	0.9999999997
1313	0.9999999997
1314	0.9999999997
1315	0.9999999997
1316	0.9999999997
1317	0.9999999997
1318	0.9999999997
1319	0.9999999997
1320	0.9999999997
1321	0.9999999997
1322	0.9999999997
1323	0.9999999997
1324	0.9999999997
1325	0.9999999997
1326	0.9999999997
1327	0.9999999997
1328	0.9999999997
1329	0.9999999997
1330	0.9999999997
1331	0.9999999997
1332	0.9999999997
1333	0.9999999997
1334	0.9999999997
1335	0.9999999997
1336	0.9999999997
1337	0.9999999997
1338	0.9999999997
1339	0.9999999997
1340	0.9999999997
1341	0.9999999997
1342	0.9999999997
1343	0.9999999997
1344	0.9999999997
1345	0.9999999997
1346	0.9999999997
1347	0.9999999997
1348	0.9999999997
1349	0.9999999997
1350	0.9999999997
1351	0.9999999997
1352	0.9999999997
1353	0.9999999997
1354	0.9999999997
1355	0.9999999997
1356	0.9999999997
1357	0.9999999997
1358	0.9999999997
1359	0.9999999997
1360	0.9999999997
1361	0.9999999997
1362	0.9999999997
1363	0.9999999997
1364	0.9999999997
1365	0.9999999997
1366	0.9999999997
1367	0.9999999997
1368	0.9999999997
1369	0.9999999997
1370	0.9999999997
1371	0.9999999997
1372	0.9999999997
1373	0.9999999997
1374	0.9999999997
1375	0.9999999997
1376	0.9999999997
1377	0.9999999997
1378	0.9999999997
1379	0.9999999997
1380	0.9999999997
1381	0.9999999997
1382	0.9999999997
1383	0.9999999997
1384	0.9999999997
1385	0.9999999997
1386	0.9999999997
1387	0.9999999997
1388	0.9999999997
1389	0.9999999997
1390	0.9999999997
1391	0.9999999997
1392	0.9999999997
1393	0.9999999997
1394	0.9999999997
1395	0.9999999997
1396	0.9999999997
1397	0.9999999997
1398	0.9999999997
1399	0.9999999997
1400	0.9999999997
1401	0.9999999997
1402	0.9999999997
1403	0.9999999997
1404	0.9999999997
1405	0.9999999997
1406	0.9999999997
1407	0.9999999997
1408	0.9999999997
1409	0.9999999997
1410	0.9999999997
1411	0.9999999997
1412	0.9999999997
1413	0.9999999997
1414	0.9999999997
1415	0.9999999997
1416	0.9999999997
1417	0.9999999997
1418	0.9999999997
1419	0.9999999997
1420	0.9999999997
1421	0.9999999997
1422	0.9999999997
1423	0.9999999997
1424	0.9999999997
1425	0.9999999997
1426	0.9999999997
1427	0.9999999997
1428	0.9999999997
1429	0.9999999997
1430	0.9999999997
1431	0.9999999997
1432	0.9999999997
1433	0.9999999997
1434	0.9999999997
1435	0.9999999997
1436	0.9999999997
1437	0.9999999997
1438	0.9999999997
1439	0.9999999997
1440	0.9999999997
1441	0.9999999997
1442	0.9999999997
1443	0.9999999997
1444	0.9999999997
1445	0.9999999997
1446	0.9999999997
1447	0.9999999997
1448	0.9999999997
1449	0.9999999997
1450	0.9999999997
1451	0.9999999997
1452	0.9999999997
1453	0.9999999997
1454	0.9999999997
1455	0.9999999997
1456	0.9999999997
1457	0.9999999997
1458	0.9999999997
1459	0.9999999997
1460	0.9999999997
1461	0.9999999997
1462	0.9999999997
1463	0.9999999997
1464	0.9999999997
1465	0.9999999997
1466	0.9999999997
1467	0.9999999997
1468	0.9999999997
1469	0.9999999997
1470	0.9999999997
1471	0.9999999997
1472	0.9999999997
1473	0.9999999997
1474	0.9999999997
1475	0.9999999997
1476	0.9999999997
1477	0.9999999997
1478	0.9999999997
1479	0.9999999997
1480	0.9999999997
1481	0.9999999997
1482	0.9999999997
1483	0.9999999997
1484	0.9999999997
1485	0.9999999997
1486	0.9999999997
1487	0.9999999997
1488	0.9999999997
1489	0.9999999997
1490	0.9999999997
1491	0.9999999997
1492	0.9999999997
1493	0.9999999997
1494	0.9999999997
1495	0.9999999997
1496	0.9999999997
1497	0.9999999997
1498	0.9999999997
1499	0.9999999997
1500	0.9999999997
1501	0.9999999997
1502	0.9999999997
1503	0.9999999997
1504	0.9999999997
1505	0.9999999997
1506	0.9999999997
1507	0.9999999997
1508	0.9999999997
1509	0.9999999997
1510	0.9999999997
1511	0.9999999997
1512	0.9999999997
1513	0.9999999997
1514	0.9999999997
1515	0.9999999997
1516	0.9999999997
1517	0.9999999997
1518	0.9999999997
1519	0.9999999997
1520	0.9999999997
1521	0.9999999997
1522	0.9999999997
1523	0.9999999997
1524	0.9999999997
1525	0.9999999997
1526	0.9999999997
1527	0.9999999997
1528	0.9999999997
1529	0.9999999997
1530	0.9999999997
1531	0.9999999997
1532	0.9999999997
1533	0.9999999997
1534	0.9999999997
1535	0.9999999997
1536	0.9999999997
1537	0.9999999997
1538	0.9999999997
1539	0.9999999997
1540	0.9999999997
1541	0.9999999997
1542	0.9999999997
1543	0.9999999997
1544	0.9999999997
1545	0.9999999997
1546	0.9999999997
1547	0.9999999997
1548	0.9999999997
1549	0.9999999997
1550	0.9999999997
1551	0.9999999997
1552	0.9999999997
1553	0.9999999997
1554	0.9999999997
1555	0.9999999997
1556	0.9999999997
1557	0.9999999997
1558	0.9999999997
1559	0.9999999997
1560	0.9999999997
1561	0.9999999997
1562	0.9999999997
1563	0.9999999997
1564	0.9999999997
1565	0.9999999997
1566	0.9999999997
1567	0.9999999997
1568	0.9999999997
1569	0.9999999997
1570	0.9999999997
1571	0.9999999997
1572	0.9999999997
1573	0.9999999997
1574	0.9999999997
1575	0.9999999997
1576	0.9999999997
1577	0.9999999997
1578	0.9999999997
1579	0.9999999997
1580	0.9999999997
1581	0.9999999997
1582	0.9999999997
1583	0.9999999997
1584	0.9999999997
1585	0.9999999997
1586	0.9999999997
1587	0.9999999997
1588	0.9999999997
1589	0.9999999997
1590	0.9999999997
1591	0.9999999997
1592	0.9999999997
1593	0.9999999997
1594	0.9999999997
1595	0.9999999997
1596	0.9999999997
1597	0.9999999997
1598	0.9999999997
1599	0.9999999997
1600	0.9999999997
1601	0.9999999997
1602	0.9999999997
1603	0.9999999997
1604	0.9999999997
1605	0.9999999997
1606	0.9999999997
1607	0.9999999997
1608	0.9999999997
1609	0.9999999997
1610	0.9999999997
1611	0.9999999997
1612	0.9999999997
1613	0.9999999997
1614	0.9999999997
1615	0.9999999997
1616	0.9999999997
1617	0.9999999997
1618	0.9999999997
1619	0.9999999997
1620	0.9999999997
1621	0.9999999997
1622	0.9999999997
1623	0.9999999997
1624	0.9999999997
1625	0.9999999997
1626	0.9999999997
1627	0.9999999997
