,ACTUAL
2010-05-11,
2010-05-12,
2010-05-13,
2010-05-14,
2010-05-15,
2010-05-16,
2010-05-17,
2010-05-18,
2010-05-19,
2010-05-20,
2010-05-21,
2010-05-22,
2010-05-23,
2010-05-24,
2010-05-25,
2010-05-26,
2010-05-27,
2010-05-28,
2010-05-29,
2010-05-30,
2010-05-31,
2010-06-01,
2010-06-02,
2010-06-03,
2010-06-04,
2010-06-05,
2010-06-06,
2010-06-07,
2010-06-08,
2010-06-09,
2010-06-10,
2010-06-11,
2010-06-12,
2010-06-13,
2010-06-14,
2010-06-15,
2010-06-16,
2010-06-17,
2010-06-18,
2010-06-19,
2010-06-20,
2010-06-21,
2010-06-22,
2010-06-23,
2010-06-24,
2010-06-25,
2010-06-26,
2010-06-27,
2010-06-28,
2010-06-29,
2010-06-30,
2010-07-01,
2010-07-02,
2010-07-03,
2010-07-04,
2010-07-05,
2010-07-06,
2010-07-07,
2010-07-08,
2010-07-09,
2010-07-10,
2010-07-11,
2010-07-12,
2010-07-13,
2010-07-14,
2010-07-15,
2010-07-16,
2010-07-17,
2010-07-18,
2010-07-19,
2010-07-20,
2010-07-21,
2010-07-22,
2010-07-23,
2010-07-24,
2010-07-25,
2010-07-26,
2010-07-27,
2010-07-28,
2010-07-29,
2010-07-30,
2010-07-31,
2010-08-01,
2010-08-02,
2010-08-03,
2010-08-04,
2010-08-05,
2010-08-06,
2010-08-07,
2010-08-08,
2010-08-09,
2010-08-10,
2010-08-11,
2010-08-12,
2010-08-13,
2010-08-14,
2010-08-15,
2010-08-16,
2010-08-17,
2010-08-18,
2010-08-19,
2010-08-20,
2010-08-21,
2010-08-22,
2010-08-23,
2010-08-24,
2010-08-25,
2010-08-26,
2010-08-27,
2010-08-28,
2010-08-29,
2010-08-30,
2010-08-31,
2010-09-01,
2010-09-02,
2010-09-03,
2010-09-04,
2010-09-05,
2010-09-06,
2010-09-07,
2010-09-08,
2010-09-09,
2010-09-10,
2010-09-11,
2010-09-12,
2010-09-13,
2010-09-14,
2010-09-15,
2010-09-16,
2010-09-17,
2010-09-18,
2010-09-19,
2010-09-20,
2010-09-21,
2010-09-22,
2010-09-23,
2010-09-24,
2010-09-25,
2010-09-26,
2010-09-27,
2010-09-28,
2010-09-29,
2010-09-30,
2010-10-01,
2010-10-02,
2010-10-03,
2010-10-04,
2010-10-05,
2010-10-06,
2010-10-07,
2010-10-08,
2010-10-09,
2010-10-10,
2010-10-11,
2010-10-12,
2010-10-13,
2010-10-14,
2010-10-15,
2010-10-16,
2010-10-17,
2010-10-18,
2010-10-19,
2010-10-20,
2010-10-21,
2010-10-22,
2010-10-23,
2010-10-24,
2010-10-25,
2010-10-26,
2010-10-27,
2010-10-28,
2010-10-29,
2010-10-30,
2010-10-31,
2010-11-01,
2010-11-02,
2010-11-03,
2010-11-04,
2010-11-05,
2010-11-06,
2010-11-07,
2010-11-08,
2010-11-09,
2010-11-10,
2010-11-11,
2010-11-12,
2010-11-13,
2010-11-14,
2010-11-15,
2010-11-16,
2010-11-17,
2010-11-18,
2010-11-19,
2010-11-20,
2010-11-21,
2010-11-22,
2010-11-23,
2010-11-24,
2010-11-25,
2010-11-26,
2010-11-27,
2010-11-28,
2010-11-29,
2010-11-30,
2010-12-01,
2010-12-02,
2010-12-03,
2010-12-04,
2010-12-05,
2010-12-06,
2010-12-07,
2010-12-08,
2010-12-09,
2010-12-10,
2010-12-11,
2010-12-12,
2010-12-13,
2010-12-14,
2010-12-15,
2010-12-16,
2010-12-17,
2010-12-18,
2010-12-19,
2010-12-20,
2010-12-21,
2010-12-22,
2010-12-23,
2010-12-24,
2010-12-25,
2010-12-26,
2010-12-27,
2010-12-28,
2010-12-29,
2010-12-30,
2010-12-31,
2011-01-01,101183.0
2011-01-02,102366.0
2011-01-03,103623.0
2011-01-04,106002.0
2011-01-05,103965.0
2011-01-06,103788.0
2011-01-07,102399.0
2011-01-08,106401.0
2011-01-09,116334.0
2011-01-10,119977.0
2011-01-11,119594.0
2011-01-12,113764.0
2011-01-13,112823.0
2011-01-14,122959.0
2011-01-15,123745.0
2011-01-16,123727.0
2011-01-17,124556.0
2011-01-18,125567.0
2011-01-19,118161.0
2011-01-20,114042.0
2011-01-21,120382.0
2011-01-22,120756.0
2011-01-23,121661.0
2011-01-24,121803.0
2011-01-25,122468.0
2011-01-26,115392.0
2011-01-27,110917.0
2011-01-28,120898.0
2011-01-29,121002.0
2011-01-30,121556.0
2011-01-31,121096.0
2011-02-01,118217.0
2011-02-02,108880.0
2011-02-03,106610.0
2011-02-04,115682.0
2011-02-05,114552.0
2011-02-06,113689.0
2011-02-07,114323.0
2011-02-08,114432.0
2011-02-09,107688.0
2011-02-10,104738.0
2011-02-11,114537.0
2011-02-12,114090.0
2011-02-13,111761.0
2011-02-14,111841.0
2011-02-15,112434.0
2011-02-16,104489.0
2011-02-17,102984.0
2011-02-18,112932.0
2011-02-19,113360.0
2011-02-20,113363.0
2011-02-21,113306.0
2011-02-22,113901.0
2011-02-23,104639.0
2011-02-24,102138.0
2011-02-25,112609.0
2011-02-26,111644.0
2011-02-27,110020.0
2011-02-28,110387.0
2011-03-01,111108.0
2011-03-02,102873.0
2011-03-03,102410.0
2011-03-04,113122.0
2011-03-05,113794.0
2011-03-06,114478.0
2011-03-07,112828.0
2011-03-08,100248.0
2011-03-09,102506.0
2011-03-10,101860.0
2011-03-11,112419.0
2011-03-12,111772.0
2011-03-13,110834.0
2011-03-14,109429.0
2011-03-15,108683.0
2011-03-16,98392.0
2011-03-17,97500.0
2011-03-18,105574.0
2011-03-19,106186.0
2011-03-20,108151.0
2011-03-21,108214.0
2011-03-22,108341.0
2011-03-23,99695.0
2011-03-24,97847.0
2011-03-25,107684.0
2011-03-26,105936.0
2011-03-27,105195.0
2011-03-28,106305.0
2011-03-29,105572.0
2011-03-30,99211.0
2011-03-31,96605.0
2011-04-01,104741.0
2011-04-02,103494.0
2011-04-03,104361.0
2011-04-04,101572.0
2011-04-05,101297.0
2011-04-06,95414.0
2011-04-07,93781.0
2011-04-08,101141.0
2011-04-09,101269.0
2011-04-10,100501.0
2011-04-11,100863.0
2011-04-12,99798.0
2011-04-13,94055.0
2011-04-14,92161.0
2011-04-15,100131.0
2011-04-16,98812.0
2011-04-17,97573.0
2011-04-18,97422.0
2011-04-19,96125.0
2011-04-20,88456.0
2011-04-21,83441.0
2011-04-22,93047.0
2011-04-23,93061.0
2011-04-24,93215.0
2011-04-25,93002.0
2011-04-26,92614.0
2011-04-27,85502.0
2011-04-28,83887.0
2011-04-29,92767.0
2011-04-30,91470.0
2011-05-01,80864.0
2011-05-02,78841.0
2011-05-03,80368.0
2011-05-04,80445.0
2011-05-05,80375.0
2011-05-06,88376.0
2011-05-07,86822.0
2011-05-08,85795.0
2011-05-09,77754.0
2011-05-10,78972.0
2011-05-11,78948.0
2011-05-12,78445.0
2011-05-13,86891.0
2011-05-14,87758.0
2011-05-15,87507.0
2011-05-16,87532.0
2011-05-17,87105.0
2011-05-18,81447.0
2011-05-19,80236.0
2011-05-20,87821.0
2011-05-21,88353.0
2011-05-22,87517.0
2011-05-23,86705.0
2011-05-24,86870.0
2011-05-25,80263.0
2011-05-26,77168.0
2011-05-27,83720.0
2011-05-28,83396.0
2011-05-29,84167.0
2011-05-30,83901.0
2011-05-31,85153.0
2011-06-01,79404.0
2011-06-02,76487.0
2011-06-03,84868.0
2011-06-04,84485.0
2011-06-05,84759.0
2011-06-06,84414.0
2011-06-07,84824.0
2011-06-08,79938.0
2011-06-09,78328.0
2011-06-10,85428.0
2011-06-11,84000.0
2011-06-12,75762.0
2011-06-13,83078.0
2011-06-14,81851.0
2011-06-15,76712.0
2011-06-16,75786.0
2011-06-17,81199.0
2011-06-18,81514.0
2011-06-19,82434.0
2011-06-20,82519.0
2011-06-21,83397.0
2011-06-22,77427.0
2011-06-23,75929.0
2011-06-24,81893.0
2011-06-25,83550.0
2011-06-26,85644.0
2011-06-27,85145.0
2011-06-28,86148.0
2011-06-29,78661.0
2011-06-30,77574.0
2011-07-01,83659.0
2011-07-02,82902.0
2011-07-03,84111.0
2011-07-04,84066.0
2011-07-05,84368.0
2011-07-06,77182.0
2011-07-07,74887.0
2011-07-08,82402.0
2011-07-09,81829.0
2011-07-10,83806.0
2011-07-11,84094.0
2011-07-12,84006.0
2011-07-13,77729.0
2011-07-14,76144.0
2011-07-15,84298.0
2011-07-16,84400.0
2011-07-17,84216.0
2011-07-18,84786.0
2011-07-19,84320.0
2011-07-20,78636.0
2011-07-21,77326.0
2011-07-22,85047.0
2011-07-23,85481.0
2011-07-24,85081.0
2011-07-25,84642.0
2011-07-26,84851.0
2011-07-27,78881.0
2011-07-28,77432.0
2011-07-29,85177.0
2011-07-30,85082.0
2011-07-31,85611.0
2011-08-01,85438.0
2011-08-02,85126.0
2011-08-03,78209.0
2011-08-04,76118.0
2011-08-05,84293.0
2011-08-06,83588.0
2011-08-07,83008.0
2011-08-08,83249.0
2011-08-09,84333.0
2011-08-10,77538.0
2011-08-11,76619.0
2011-08-12,85233.0
2011-08-13,84966.0
2011-08-14,85402.0
2011-08-15,84962.0
2011-08-16,85163.0
2011-08-17,79139.0
2011-08-18,78439.0
2011-08-19,85819.0
2011-08-20,86209.0
2011-08-21,85152.0
2011-08-22,85986.0
2011-08-23,86499.0
2011-08-24,79474.0
2011-08-25,77929.0
2011-08-26,85623.0
2011-08-27,85825.0
2011-08-28,87372.0
2011-08-29,88924.0
2011-08-30,88628.0
2011-08-31,81698.0
2011-09-01,80060.0
2011-09-02,86567.0
2011-09-03,86898.0
2011-09-04,87249.0
2011-09-05,87391.0
2011-09-06,87550.0
2011-09-07,82012.0
2011-09-08,80379.0
2011-09-09,88345.0
2011-09-10,88258.0
2011-09-11,86989.0
2011-09-12,87613.0
2011-09-13,88904.0
2011-09-14,82361.0
2011-09-15,80585.0
2011-09-16,89153.0
2011-09-17,89803.0
2011-09-18,89312.0
2011-09-19,90548.0
2011-09-20,90919.0
2011-09-21,84173.0
2011-09-22,82931.0
2011-09-23,91892.0
2011-09-24,92712.0
2011-09-25,93153.0
2011-09-26,94333.0
2011-09-27,95588.0
2011-09-28,90066.0
2011-09-29,87859.0
2011-09-30,97442.0
2011-10-01,98038.0
2011-10-02,98721.0
2011-10-03,99315.0
2011-10-04,100144.0
2011-10-05,95549.0
2011-10-06,92997.0
2011-10-07,100821.0
2011-10-08,100764.0
2011-10-09,101925.0
2011-10-10,102008.0
2011-10-11,102181.0
2011-10-12,95560.0
2011-10-13,94205.0
2011-10-14,102736.0
2011-10-15,102583.0
2011-10-16,103640.0
2011-10-17,103643.0
2011-10-18,103390.0
2011-10-19,97868.0
2011-10-20,95656.0
2011-10-21,103050.0
2011-10-22,102566.0
2011-10-23,101436.0
2011-10-24,102442.0
2011-10-25,103588.0
2011-10-26,97072.0
2011-10-27,94805.0
2011-10-28,103807.0
2011-10-29,103862.0
2011-10-30,103536.0
2011-10-31,103394.0
2011-11-01,101478.0
2011-11-02,94982.0
2011-11-03,92284.0
2011-11-04,91519.0
2011-11-05,99234.0
2011-11-06,98996.0
2011-11-07,99238.0
2011-11-08,99602.0
2011-11-09,94015.0
2011-11-10,92602.0
2011-11-11,99944.0
2011-11-12,99554.0
2011-11-13,100457.0
2011-11-14,101064.0
2011-11-15,101112.0
2011-11-16,95848.0
2011-11-17,94726.0
2011-11-18,103067.0
2011-11-19,104077.0
2011-11-20,105176.0
2011-11-21,104496.0
2011-11-22,104235.0
2011-11-23,97911.0
2011-11-24,96356.0
2011-11-25,104978.0
2011-11-26,105596.0
2011-11-27,104687.0
2011-11-28,104973.0
2011-11-29,105782.0
2011-11-30,99927.0
2011-12-01,98208.0
2011-12-02,106898.0
2011-12-03,107230.0
2011-12-04,107033.0
2011-12-05,106507.0
2011-12-06,106321.0
2011-12-07,100557.0
2011-12-08,99170.0
2011-12-09,109097.0
2011-12-10,109612.0
2011-12-11,109924.0
2011-12-12,109972.0
2011-12-13,110645.0
2011-12-14,104114.0
2011-12-15,102069.0
2011-12-16,112461.0
2011-12-17,113973.0
2011-12-18,111985.0
2011-12-19,113141.0
2011-12-20,114863.0
2011-12-21,107326.0
2011-12-22,103086.0
2011-12-23,111217.0
2011-12-24,110641.0
2011-12-25,110020.0
2011-12-26,109714.0
2011-12-27,108359.0
2011-12-28,101324.0
2011-12-29,98827.0
2011-12-30,104344.0
2011-12-31,99580.0
2012-01-01,91020.0
2012-01-02,94515.0
2012-01-03,99690.0
2012-01-04,99890.0
2012-01-05,99088.0
2012-01-06,98169.0
2012-01-07,97976.0
2012-01-08,99355.0
2012-01-09,108240.0
2012-01-10,106443.0
2012-01-11,98749.0
2012-01-12,97266.0
2012-01-13,105519.0
2012-01-14,106164.0
2012-01-15,108192.0
2012-01-16,108918.0
2012-01-17,109392.0
2012-01-18,104553.0
2012-01-19,103745.0
2012-01-20,112679.0
2012-01-21,113745.0
2012-01-22,112450.0
2012-01-23,112619.0
2012-01-24,113137.0
2012-01-25,107062.0
2012-01-26,106820.0
2012-01-27,116018.0
2012-01-28,117756.0
2012-01-29,118584.0
2012-01-30,119929.0
2012-01-31,120233.0
2012-02-01,111419.0
2012-02-02,109523.0
2012-02-03,117763.0
2012-02-04,115717.0
2012-02-05,115010.0
2012-02-06,115926.0
2012-02-07,115937.0
2012-02-08,109329.0
2012-02-09,106291.0
2012-02-10,114200.0
2012-02-11,114625.0
2012-02-12,114266.0
2012-02-13,113115.0
2012-02-14,112829.0
2012-02-15,102868.0
2012-02-16,100541.0
2012-02-17,110067.0
2012-02-18,108612.0
2012-02-19,107845.0
2012-02-20,107407.0
2012-02-21,110128.0
2012-02-22,104303.0
2012-02-23,103386.0
2012-02-24,109998.0
2012-02-25,107728.0
2012-02-26,106670.0
2012-02-27,107614.0
2012-02-28,104343.0
2012-02-29,98225.0
2012-03-01,97793.0
2012-03-02,107226.0
2012-03-03,106517.0
2012-03-04,106228.0
2012-03-05,104129.0
2012-03-06,102903.0
2012-03-07,93951.0
2012-03-08,93312.0
2012-03-09,94125.0
2012-03-10,102481.0
2012-03-11,102455.0
2012-03-12,101939.0
2012-03-13,100005.0
2012-03-14,93779.0
2012-03-15,90311.0
2012-03-16,98865.0
2012-03-17,99419.0
2012-03-18,100940.0
2012-03-19,101152.0
2012-03-20,102210.0
2012-03-21,95105.0
2012-03-22,92917.0
2012-03-23,100367.0
2012-03-24,99120.0
2012-03-25,98747.0
2012-03-26,96675.0
2012-03-27,97435.0
2012-03-28,92636.0
2012-03-29,90933.0
2012-03-30,98582.0
2012-03-31,100782.0
2012-04-01,100962.0
2012-04-02,101411.0
2012-04-03,100634.0
2012-04-04,96209.0
2012-04-05,93536.0
2012-04-06,100959.0
2012-04-07,101471.0
2012-04-08,101154.0
2012-04-09,101127.0
2012-04-10,100936.0
2012-04-11,95681.0
2012-04-12,93937.0
2012-04-13,100652.0
2012-04-14,98995.0
2012-04-15,98185.0
2012-04-16,98215.0
2012-04-17,96942.0
2012-04-18,89631.0
2012-04-19,86219.0
2012-04-20,95569.0
2012-04-21,94029.0
2012-04-22,93316.0
2012-04-23,92860.0
2012-04-24,92314.0
2012-04-25,88140.0
2012-04-26,83654.0
2012-04-27,90559.0
2012-04-28,89623.0
2012-04-29,86832.0
2012-04-30,78229.0
2012-05-01,79103.0
2012-05-02,79579.0
2012-05-03,78307.0
2012-05-04,89195.0
2012-05-05,89537.0
2012-05-06,88712.0
2012-05-07,86774.0
2012-05-08,76922.0
2012-05-09,77021.0
2012-05-10,77234.0
2012-05-11,86209.0
2012-05-12,85482.0
2012-07-01,85778.0
2012-08-01,85309.0
2012-09-01,84553.0
2012-10-01,77368.0
2012-11-01,74974.0
2012-12-01,82516.0
2013-01-01,81094.0
2013-02-01,80882.0
2013-03-01,80529.0
2013-04-01,80436.0
2013-05-01,75199.0
2013-06-01,73366.0
2013-07-01,82067.0
2013-08-01,83308.0
2013-09-01,84152.0
2013-10-01,85459.0
2013-11-01,86361.0
2013-12-01,77564.0
2014-01-01,75684.0
2014-02-01,83356.0
2014-03-01,82519.0
2014-04-01,84549.0
2014-05-01,84393.0
2014-06-01,84577.0
2014-07-01,79148.0
2014-08-01,77382.0
2014-09-01,85861.0
2014-10-01,85985.0
2014-11-01,85667.0
2014-12-01,75401.0
