,ACTUAL
2010-05-11,
2010-05-12,
2010-05-13,
2010-05-14,
2010-05-15,
2010-05-16,
2010-05-17,
2010-05-18,
2010-05-19,
2010-05-20,
2010-05-21,
2010-05-22,
2010-05-23,
2010-05-24,
2010-05-25,
2010-05-26,
2010-05-27,
2010-05-28,
2010-05-29,
2010-05-30,
2010-05-31,
2010-06-01,
2010-06-02,
2010-06-03,
2010-06-04,
2010-06-05,
2010-06-06,
2010-06-07,
2010-06-08,
2010-06-09,
2010-06-10,
2010-06-11,
2010-06-12,
2010-06-13,
2010-06-14,
2010-06-15,
2010-06-16,
2010-06-17,
2010-06-18,
2010-06-19,
2010-06-20,
2010-06-21,
2010-06-22,
2010-06-23,
2010-06-24,
2010-06-25,
2010-06-26,
2010-06-27,
2010-06-28,
2010-06-29,
2010-06-30,
2010-07-01,
2010-07-02,
2010-07-03,
2010-07-04,
2010-07-05,
2010-07-06,
2010-07-07,
2010-07-08,
2010-07-09,
2010-07-10,
2010-07-11,
2010-07-12,
2010-07-13,
2010-07-14,
2010-07-15,
2010-07-16,
2010-07-17,
2010-07-18,
2010-07-19,
2010-07-20,
2010-07-21,
2010-07-22,
2010-07-23,
2010-07-24,
2010-07-25,
2010-07-26,
2010-07-27,
2010-07-28,
2010-07-29,
2010-07-30,
2010-07-31,
2010-08-01,
2010-08-02,
2010-08-03,
2010-08-04,
2010-08-05,
2010-08-06,
2010-08-07,
2010-08-08,
2010-08-09,
2010-08-10,
2010-08-11,
2010-08-12,
2010-08-13,
2010-08-14,
2010-08-15,
2010-08-16,
2010-08-17,
2010-08-18,
2010-08-19,
2010-08-20,
2010-08-21,
2010-08-22,
2010-08-23,
2010-08-24,
2010-08-25,
2010-08-26,
2010-08-27,
2010-08-28,
2010-08-29,
2010-08-30,
2010-08-31,
2010-09-01,
2010-09-02,
2010-09-03,
2010-09-04,
2010-09-05,
2010-09-06,
2010-09-07,
2010-09-08,
2010-09-09,
2010-09-10,
2010-09-11,
2010-09-12,
2010-09-13,
2010-09-14,
2010-09-15,
2010-09-16,
2010-09-17,
2010-09-18,
2010-09-19,
2010-09-20,
2010-09-21,
2010-09-22,
2010-09-23,
2010-09-24,
2010-09-25,
2010-09-26,
2010-09-27,
2010-09-28,
2010-09-29,
2010-09-30,
2010-10-01,
2010-10-02,
2010-10-03,
2010-10-04,
2010-10-05,
2010-10-06,
2010-10-07,
2010-10-08,
2010-10-09,
2010-10-10,
2010-10-11,
2010-10-12,
2010-10-13,
2010-10-14,
2010-10-15,
2010-10-16,
2010-10-17,
2010-10-18,
2010-10-19,
2010-10-20,
2010-10-21,
2010-10-22,
2010-10-23,
2010-10-24,
2010-10-25,
2010-10-26,
2010-10-27,
2010-10-28,
2010-10-29,
2010-10-30,
2010-10-31,
2010-11-01,
2010-11-02,
2010-11-03,
2010-11-04,
2010-11-05,
2010-11-06,
2010-11-07,
2010-11-08,
2010-11-09,
2010-11-10,
2010-11-11,
2010-11-12,
2010-11-13,
2010-11-14,
2010-11-15,
2010-11-16,
2010-11-17,
2010-11-18,
2010-11-19,
2010-11-20,
2010-11-21,
2010-11-22,
2010-11-23,
2010-11-24,
2010-11-25,
2010-11-26,
2010-11-27,
2010-11-28,
2010-11-29,
2010-11-30,
2010-12-01,
2010-12-02,
2010-12-03,
2010-12-04,
2010-12-05,
2010-12-06,
2010-12-07,
2010-12-08,
2010-12-09,
2010-12-10,
2010-12-11,
2010-12-12,
2010-12-13,
2010-12-14,
2010-12-15,
2010-12-16,
2010-12-17,
2010-12-18,
2010-12-19,
2010-12-20,
2010-12-21,
2010-12-22,
2010-12-23,
2010-12-24,
2010-12-25,
2010-12-26,
2010-12-27,
2010-12-28,
2010-12-29,
2010-12-30,
2010-12-31,
2011-01-01,13442.0
2011-01-02,12530.0
2011-01-03,12095.85
2011-01-04,12395.1
2011-01-05,13346.05
2011-01-06,13506.6
2011-01-07,13701.35
2011-01-08,13475.25
2011-01-09,13157.95
2011-01-10,12941.35
2011-01-11,13454.35
2011-01-12,13781.15
2011-01-13,13801.1
2011-01-14,13512.3
2011-01-15,13364.1
2011-01-16,13165.55
2011-01-17,13425.85
2011-01-18,13906.55
2011-01-19,13815.35
2011-01-20,14150.7
2011-01-21,14365.4
2011-01-22,14612.4
2011-01-23,14213.4
2011-01-24,13970.2
2011-01-25,14292.25
2011-01-26,14449.0
2011-01-27,14667.5
2011-01-28,15055.1
2011-01-29,15140.6
2011-01-30,13419.2
2011-01-31,13170.3
2011-02-01,13823.9
2011-02-02,14062.35
2011-02-03,13906.55
2011-02-04,14466.1
2011-02-05,14775.8
2011-02-06,14649.45
2011-02-07,13915.1
2011-02-08,14244.75
2011-02-09,14496.5
2011-02-10,14635.2
2011-02-11,14667.5
2011-02-12,14788.15
2011-02-13,14344.5
2011-02-14,13860.0
2011-02-15,14239.05
2011-02-16,14339.75
2011-02-17,14432.85
2011-02-18,13984.45
2011-02-19,13692.8
2011-02-20,12875.8
2011-02-21,12210.8
2011-02-22,12373.25
2011-02-23,12405.55
2011-02-24,13540.8
2011-02-25,13571.2
2011-02-26,13554.1
2011-02-27,13460.05
2011-02-28,12621.2
2011-03-01,12938.5
2011-03-02,12914.75
2011-03-03,12682.0
2011-03-04,12308.65
2011-03-05,12383.7
2011-03-06,11787.1
2011-03-07,11629.4
2011-03-08,11939.1
2011-03-09,12720.95
2011-03-10,13214.95
2011-03-11,13193.1
2011-03-12,12536.65
2011-03-13,11895.4
2011-03-14,11744.35
2011-03-15,12081.6
2011-03-16,12151.9
2011-03-17,12322.9
2011-03-18,12209.85
2011-03-19,12349.5
2011-03-20,11867.85
2011-03-21,11063.2
2011-03-22,11367.2
2011-03-23,11316.85
2011-03-24,11768.1
2011-03-25,11287.4
2011-03-26,11504.0
2011-03-27,11188.6
2011-03-28,10386.8
2011-03-29,11159.15
2011-03-30,10874.15
2011-03-31,10813.35
2011-04-01,10636.65
2011-04-02,10291.8
2011-04-03,10008.7
2011-04-04,9795.9
2011-04-05,10227.2
2011-04-06,10266.15
2011-04-07,10295.6
2011-04-08,10421.95
2011-04-09,10082.8
2011-04-10,10335.5
2011-04-11,10269.95
2011-04-12,10389.65
2011-04-13,10462.8
2011-04-14,10421.95
2011-04-15,10134.1
2011-04-16,10103.7
2011-04-17,9534.65
2011-04-18,9015.95
2011-04-19,9718.0
2011-04-20,9724.65
2011-04-21,9561.25
2011-04-22,9515.65
2011-04-23,9302.849999999999
2011-04-24,8958.95
2011-04-25,8939.0
2011-04-26,9325.65
2011-04-27,9661.95
2011-04-28,10050.5
2011-04-29,9889.0
2011-04-30,9793.05
2011-05-01,8673.95
2011-05-02,8784.15
2011-05-03,8850.65
2011-05-04,9332.3
2011-05-05,8970.349999999999
2011-05-06,8961.8
2011-05-07,9232.55
2011-05-08,8997.9
2011-05-09,8758.5
2011-05-10,9005.5
2011-05-11,9564.1
2011-05-12,9255.349999999999
2011-05-13,9215.45
2011-05-14,9372.2
2011-05-15,9120.45
2011-05-16,8938.05
2011-05-17,9372.2
2011-05-18,9757.9
2011-05-19,9605.9
2011-05-20,9460.55
2011-05-21,9286.7
2011-05-22,8733.8
2011-05-23,8660.65
2011-05-24,9220.2
2011-05-25,9311.4
2011-05-26,9266.75
2011-05-27,9150.849999999999
2011-05-28,9501.4
2011-05-29,9142.3
2011-05-30,8919.05
2011-05-31,9492.85
2011-06-01,9715.15
2011-06-02,9952.65
2011-06-03,10011.55
2011-06-04,10290.85
2011-06-05,10387.75
2011-06-06,10194.9
2011-06-07,10635.7
2011-06-08,10650.9
2011-06-09,10515.05
2011-06-10,10982.45
2011-06-11,10912.15
2011-06-12,10484.65
2011-06-13,10427.65
2011-06-14,10750.65
2011-06-15,11665.5
2011-06-16,11897.3
2011-06-17,11542.0
2011-06-18,10951.1
2011-06-19,10120.8
2011-06-20,9936.5
2011-06-21,10457.1
2011-06-22,10562.55
2011-06-23,10232.9
2011-06-24,10208.2
2011-06-25,10166.4
2011-06-26,9998.25
2011-06-27,10380.15
2011-06-28,11324.45
2011-06-29,11335.85
2011-06-30,11390.0
2011-07-01,11447.95
2011-07-02,11726.3
2011-07-03,11464.1
2011-07-04,11543.9
2011-07-05,12261.15
2011-07-06,11827.95
2011-07-07,12120.55
2011-07-08,12276.35
2011-07-09,12245.0
2011-07-10,11780.45
2011-07-11,11841.25
2011-07-12,12342.85
2011-07-13,12733.3
2011-07-14,11922.95
2011-07-15,11256.05
2011-07-16,11355.8
2011-07-17,11409.95
2011-07-18,11609.45
2011-07-19,12207.95
2011-07-20,11902.05
2011-07-21,11847.9
2011-07-22,11252.25
2011-07-23,11401.4
2011-07-24,10947.3
2011-07-25,10918.8
2011-07-26,11863.1
2011-07-27,12404.6
2011-07-28,12364.7
2011-07-29,11940.05
2011-07-30,11959.05
2011-07-31,11682.6
2011-08-01,11612.3
2011-08-02,12333.35
2011-08-03,12701.95
2011-08-04,12321.0
2011-08-05,12606.95
2011-08-06,12811.2
2011-08-07,12105.35
2011-08-08,12235.5
2011-08-09,12387.5
2011-08-10,12659.2
2011-08-11,12312.45
2011-08-12,11957.15
2011-08-13,12115.8
2011-08-14,11696.85
2011-08-15,11766.2
2011-08-16,12428.35
2011-08-17,11830.8
2011-08-18,11271.25
2011-08-19,10593.9
2011-08-20,10833.3
2011-08-21,9155.599999999999
2011-08-22,8590.349999999999
2011-08-23,9304.75
2011-08-24,9431.1
2011-08-25,9959.3
2011-08-26,10457.1
2011-08-27,10113.2
2011-08-28,9489.05
2011-08-29,9226.849999999999
2011-08-30,10243.35
2011-08-31,10624.3
2011-09-01,10984.35
2011-09-02,11689.25
2011-09-03,11038.5
2011-09-04,10250.95
2011-09-05,10131.25
2011-09-06,10698.4
2011-09-07,10433.35
2011-09-08,9237.3
2011-09-09,9167.95
2011-09-10,9212.599999999999
2011-09-11,9034.0
2011-09-12,8715.75
2011-09-13,9163.2
2011-09-14,8942.8
2011-09-15,8969.4
2011-09-16,8951.349999999999
2011-09-17,8888.65
2011-09-18,8672.05
2011-09-19,8573.25
2011-09-20,9074.849999999999
2011-09-21,9004.55
2011-09-22,9096.7
2011-09-23,8975.099999999999
2011-09-24,9197.4
2011-09-25,9028.3
2011-09-26,8873.45
2011-09-27,9311.4
2011-09-28,9019.75
2011-09-29,9235.4
2011-09-30,9371.25
2011-10-01,9364.6
2011-10-02,9075.8
2011-10-03,9408.3
2011-10-04,9885.2
2011-10-05,10149.3
2011-10-06,10487.5
2011-10-07,10536.9
2011-10-08,10190.15
2011-10-09,9390.25
2011-10-10,9029.25
2011-10-11,9694.25
2011-10-12,9971.65
2011-10-13,10525.5
2011-10-14,10742.1
2011-10-15,11179.1
2011-10-16,9901.35
2011-10-17,9505.2
2011-10-18,10422.9
2011-10-19,10364.0
2011-10-20,10428.6
2011-10-21,10297.5
2011-10-22,9812.05
2011-10-23,10341.2
2011-10-24,9988.75
2011-10-25,10826.65
2011-10-26,10458.05
2011-10-27,10177.8
2011-10-28,10234.8
2011-10-29,11136.35
2011-10-30,10610.05
2011-10-31,10617.65
2011-11-01,11491.65
2011-11-02,11278.85
2011-11-03,11287.4
2011-11-04,10378.25
2011-11-05,10014.4
2011-11-06,9756.0
2011-11-07,9929.85
2011-11-08,10728.8
2011-11-09,10773.45
2011-11-10,11166.75
2011-11-11,11068.9
2011-11-12,11061.3
2011-11-13,10559.7
2011-11-14,9934.6
2011-11-15,10656.6
2011-11-16,10596.75
2011-11-17,11102.15
2011-11-18,11272.2
2011-11-19,11431.8
2011-11-20,10916.9
2011-11-21,10903.6
2011-11-22,11672.15
2011-11-23,12126.25
2011-11-24,11604.7
2011-11-25,11227.55
2011-11-26,11379.55
2011-11-27,11073.65
2011-11-28,10783.9
2011-11-29,11944.8
2011-11-30,11534.4
2011-12-01,11934.35
2011-12-02,13220.65
2011-12-03,13429.65
2011-12-04,12123.4
2011-12-05,11605.65
2011-12-06,12169.95
2011-12-07,12533.8
2011-12-08,12743.75
2011-12-09,12879.6
2011-12-10,12597.45
2011-12-11,12075.9
2011-12-12,11842.2
2011-12-13,12402.7
2011-12-14,12788.4
2011-12-15,12806.45
2011-12-16,12788.4
2011-12-17,12797.9
2011-12-18,12611.7
2011-12-19,12506.25
2011-12-20,13279.55
2011-12-21,13094.3
2011-12-22,12571.8
2011-12-23,12854.9
2011-12-24,12763.7
2011-12-25,12423.6
2011-12-26,12125.3
2011-12-27,12628.8
2011-12-28,12588.9
2011-12-29,12562.3
2011-12-30,12731.4
2011-12-31,12608.85
2012-01-01,12050.25
2012-01-02,12386.55
2012-01-03,12439.8925
2012-01-04,12426.355
2012-01-05,12054.9525
2012-01-06,12398.33
2012-01-07,12508.7675
2012-01-08,12669.4125
2012-01-09,12797.9475
2012-01-10,12952.4175
2012-01-11,13864.4175
2012-01-12,14201.8575
2012-01-13,14143.005
2012-01-14,14014.565
2012-01-15,13002.055
2012-01-16,12733.7275
2012-01-17,13883.8925
2012-01-18,14361.0775
2012-01-19,14775.4675
2012-01-20,14712.435
2012-01-21,14778.27
2012-01-22,14225.369999999999
2012-01-23,13614.52
2012-01-24,13584.31
2012-01-25,13684.9625
2012-01-26,13574.05
2012-01-27,13647.675
2012-01-28,14244.655
2012-01-29,13613.38
2012-01-30,13508.31
2012-01-31,13865.415
2012-02-01,13880.995
2012-02-02,14016.4175
2012-02-03,13707.4775
2012-02-04,13746.855
2012-02-05,13198.039999999999
2012-02-06,12880.1225
2012-02-07,13624.305
2012-02-08,13582.8375
2012-02-09,13231.575
2012-02-10,13324.01
2012-02-11,13815.825
2012-02-12,13447.5575
2012-02-13,13041.575
2012-02-14,14084.2
2012-02-15,14135.4525
2012-02-16,14816.8875
2012-02-17,14884.2425
2012-02-18,14908.3725
2012-02-19,14507.14
2012-02-20,14285.79
2012-02-21,14846.29
2012-02-22,15127.0625
2012-02-23,14951.0275
2012-02-24,14845.34
2012-02-25,14895.31
2012-02-26,14413.755000000001
2012-02-27,13850.4525
2012-02-28,14531.46
2012-02-29,14398.175
2012-03-01,14698.1375
2012-03-02,14505.05
2012-03-03,14387.5825
2012-03-04,13976.185
2012-03-05,12538.455
2012-03-06,12164.82
2012-03-07,12317.105
2012-03-08,14098.4975
2012-03-09,13511.3975
2012-03-10,13104.655
2012-03-11,12572.1325
2012-03-12,12319.67
2012-03-13,12730.1175
2012-03-14,12415.43
2012-03-15,12090.245
2012-03-16,12044.645
2012-03-17,12110.2425
2012-03-18,11825.575
2012-03-19,11606.7425
2012-03-20,12051.96
2012-03-21,12316.06
2012-03-22,12153.9425
2012-03-23,12159.405
2012-03-24,12050.82
2012-03-25,11325.4
2012-03-26,10790.93
2012-03-27,11917.44
2012-03-28,12063.4075
2012-03-29,11634.0075
2012-03-30,11459.0175
2012-03-31,11437.8325
2012-04-01,11206.84
2012-04-02,10939.985
2012-04-03,11126.945
2012-04-04,11070.61
2012-04-05,10927.2075
2012-04-06,10732.98
2012-04-07,10552.1475
2012-04-08,10323.34
2012-04-09,10265.675
2012-04-10,10994.8475
2012-04-11,11029.3325
2012-04-12,11293.29
2012-04-13,10945.4475
2012-04-14,10751.505
2012-04-15,10267.385
2012-04-16,10170.5325
2012-04-17,10518.8975
2012-04-18,10190.15
2012-04-19,10424.182499999999
2012-04-20,10332.4125
2012-04-21,10535.3325
2012-04-22,10183.6425
2012-04-23,10100.8975
2012-04-24,10104.65
2012-04-25,9934.932499999999
2012-04-26,9673.3975
2012-04-27,9561.725
2012-04-28,9676.2
2012-04-29,8945.602499999999
2012-04-30,8731.9475
2012-05-01,8875.2075
2012-05-02,9403.8825
2012-05-03,9347.215
2012-05-04,9302.5175
2012-05-05,8965.79
2012-05-06,9013.5275
2012-05-07,8815.595
2012-05-08,8856.825
2012-05-09,9390.725
2012-05-10,9438.605
2012-05-11,9435.5175
2012-05-12,9352.7725
2012-05-13,9080.36
2012-05-14,9011.7225
2012-05-15,9375.9525
2012-05-16,9448.96
2012-05-17,9490.095
2012-05-18,9328.595000000001
2012-05-19,9252.9275
2012-05-20,9000.085
2012-05-21,8876.49
2012-05-22,9034.3325
2012-05-23,8710.81
2012-05-24,9369.92
2012-05-25,9159.6375
2012-05-26,9186.1425
2012-05-27,8704.92
2012-05-28,8614.765
2012-05-29,9275.252499999999
2012-05-30,9548.092499999999
2012-05-31,9812.8575
2012-06-01,9514.0825
2012-06-02,9728.8775
2012-06-03,9695.342499999999
2012-06-04,9323.9875
2012-06-05,9681.994999999999
2012-06-06,9879.785
2012-06-07,9930.895
2012-06-08,9818.6525
2012-06-09,9960.7725
2012-06-10,9604.807499999999
2012-06-11,9500.7825
2012-06-12,9705.9825
2012-06-13,10130.6325
2012-06-14,10363.525
2012-06-15,10033.115
2012-06-16,10124.6
2012-06-17,9685.605
2012-06-18,9490.189999999999
2012-06-19,9912.275
2012-06-20,10426.605
2012-06-21,9884.6775
2012-06-22,9456.845
2012-06-23,9402.41
2012-06-24,9036.470000000001
2012-06-25,9118.3125
2012-06-26,9866.057499999999
2012-06-27,10795.8225
2012-06-28,10862.8925
2012-06-29,11020.45
2012-06-30,10801.0475
2012-07-01,10736.115
2012-07-02,10641.305
2012-07-03,11284.645
2012-07-04,11256.8575
2012-07-05,11677.8975
2012-07-06,11856.8775
2012-07-07,11815.2675
2012-07-08,11747.2
2012-07-09,11431.3725
2012-07-10,11629.1625
2012-07-11,10976.8925
2012-07-12,10679.115
2012-07-13,10839.9975
2012-07-14,11120.1525
2012-07-15,10850.59
2012-07-16,10680.3975
2012-07-17,11234.7225
2012-07-18,11459.3975
2012-07-19,11695.8525
2012-07-20,11964.845
2012-07-21,11744.1125
2012-07-22,10831.02
2012-07-23,10742.765
2012-07-24,11605.84
2012-07-25,11656.855
2012-07-26,12194.08
2012-07-27,12355.485
2012-07-28,12800.7025
2012-07-29,12099.6025
2012-07-30,11850.18
2012-07-31,13260.265
2012-08-01,12512.5675
2012-08-02,12106.3475
2012-08-03,11672.15
2012-08-04,10955.8975
2012-08-05,9723.51
2012-08-06,9981.7675
2012-08-07,10008.225
2012-08-08,10901.225
2012-08-09,11043.06
2012-08-10,11312.6225
2012-08-11,11549.4575
2012-08-12,11108.99
2012-08-13,11322.692500000001
2012-08-14,12313.21
2012-08-15,12761.4675
2012-08-16,12286.99
2012-08-17,11990.1625
2012-08-18,11776.745
2012-08-19,10503.365
2012-08-20,10358.68
2012-08-21,10954.567500000001
2012-08-22,10237.8875
2012-08-23,9587.755000000001
2012-08-24,9476.415
2012-08-25,9324.605
2012-08-26,8893.21
2012-08-27,8765.1025
2012-08-28,9799.8425
2012-08-29,10293.3675
2012-08-30,10602.165
2012-08-31,10612.567500000001
2012-09-01,10708.6125
2012-09-02,9869.525
2012-09-03,9465.3475
2012-09-04,9867.8625
2012-09-05,9200.82
2012-09-06,8848.4175
2012-09-07,8955.814999999999
2012-09-08,9349.4475
2012-09-09,8138.530000000001
2012-09-10,8171.4
2012-09-11,8843.287499999999
2012-09-12,9038.560000000001
2012-09-13,9314.439999999999
2012-09-14,9150.470000000001
2012-09-15,9235.067500000001
2012-09-16,8660.9825
2012-09-17,8574.1525
2012-09-18,8918.8125
2012-09-19,9273.5425
2012-09-20,9291.877499999999
2012-09-21,9254.685000000001
2012-09-22,9329.355
2012-09-23,9077.32
2012-09-24,8731.615
2012-09-25,9334.7225
2012-09-26,9696.72
2012-09-27,9711.5875
2012-09-28,9014.619999999999
2012-09-29,9073.6625
2012-09-30,9060.98
2012-10-01,9033.24
2012-10-02,9996.064999999999
2012-10-03,10094.01
2012-10-04,9927.665
2012-10-05,10107.025
2012-10-06,10253.895
2012-10-07,9839.4575
2012-10-08,9228.5125
2012-10-09,9481.2125
2012-10-10,9401.4125
2012-10-11,8980.182499999999
2012-10-12,9241.575
2012-10-13,9222.005000000001
2012-10-14,9247.654999999999
2012-10-15,9055.5175
2012-10-16,10009.46
2012-10-17,10334.645
2012-10-18,9784.5
2012-10-19,10205.73
2012-10-20,10507.925
2012-10-21,10280.3525
2012-10-22,10239.36
2012-10-23,10603.6375
2012-10-24,10904.8825
2012-10-25,11244.6025
2012-10-26,11425.34
2012-10-27,11307.54
2012-10-28,11039.1175
2012-10-29,10881.7025
2012-10-30,11365.6325
2012-10-31,11308.6325
2012-11-01,11467.0925
2012-11-02,11467.52
2012-11-03,10869.1625
2012-11-04,11130.27
2012-11-05,11713.95
2012-11-06,12759.0925
2012-11-07,13051.74
2012-11-08,12760.4225
2012-11-09,12645.1875
2012-11-10,12698.245
2012-11-11,12220.965
2012-11-12,11948.885
2012-11-13,12663.380000000001
2012-11-14,12964.53
2012-11-15,12932.0875
2012-11-16,12978.2575
2012-11-17,12602.01
2012-11-18,12007.69
2012-11-19,12217.545
2012-11-20,12764.08
2012-11-21,12876.6075
2012-11-22,13223.2625
2012-11-23,13874.535
2012-11-24,14249.9275
2012-11-25,13976.3275
2012-11-26,13743.4825
2012-11-27,13696.695
2012-11-28,13011.84
2012-11-29,13029.32
2012-11-30,13278.2675
2013-01-01,13651.3325
2013-02-01,13444.2325
2013-03-01,13116.72
2013-04-01,13369.1825
2013-05-01,13359.397500000001
2013-06-01,13229.39
2013-07-01,13508.7375
2013-08-01,13441.43
2013-09-01,13120.4725
2013-10-01,13061.145
2013-11-01,13381.960000000001
2013-12-01,13163.935
2014-01-01,13360.87
2014-02-01,13357.0225
2014-03-01,13377.97
2014-04-01,13164.695
2014-05-01,12954.935
2014-06-01,13289.7625
2014-07-01,13220.1275
2014-08-01,13273.565
2014-09-01,13353.84
2014-10-01,13578.895
2014-11-01,13339.685
2014-12-01,13198.23
2015-01-01,13801.765
2015-02-01,13447.89
2015-03-01,13448.745
2015-04-01,13555.715
2015-05-01,13271.57
2015-06-01,12738.1925
