,ACTUAL
2010-05-11,
2010-05-12,
2010-05-13,
2010-05-14,
2010-05-15,
2010-05-16,
2010-05-17,
2010-05-18,
2010-05-19,
2010-05-20,
2010-05-21,
2010-05-22,
2010-05-23,
2010-05-24,
2010-05-25,
2010-05-26,
2010-05-27,
2010-05-28,
2010-05-29,
2010-05-30,
2010-05-31,
2010-06-01,
2010-06-02,
2010-06-03,
2010-06-04,
2010-06-05,
2010-06-06,
2010-06-07,
2010-06-08,
2010-06-09,
2010-06-10,
2010-06-11,
2010-06-12,
2010-06-13,
2010-06-14,
2010-06-15,
2010-06-16,
2010-06-17,
2010-06-18,
2010-06-19,
2010-06-20,
2010-06-21,
2010-06-22,
2010-06-23,
2010-06-24,
2010-06-25,
2010-06-26,
2010-06-27,
2010-06-28,
2010-06-29,
2010-06-30,
2010-07-01,
2010-07-02,
2010-07-03,
2010-07-04,
2010-07-05,
2010-07-06,
2010-07-07,
2010-07-08,
2010-07-09,
2010-07-10,
2010-07-11,
2010-07-12,
2010-07-13,
2010-07-14,
2010-07-15,
2010-07-16,
2010-07-17,
2010-07-18,
2010-07-19,
2010-07-20,
2010-07-21,
2010-07-22,
2010-07-23,
2010-07-24,
2010-07-25,
2010-07-26,
2010-07-27,
2010-07-28,
2010-07-29,
2010-07-30,
2010-07-31,
2010-08-01,
2010-08-02,
2010-08-03,
2010-08-04,
2010-08-05,
2010-08-06,
2010-08-07,
2010-08-08,
2010-08-09,
2010-08-10,
2010-08-11,
2010-08-12,
2010-08-13,
2010-08-14,
2010-08-15,
2010-08-16,
2010-08-17,
2010-08-18,
2010-08-19,
2010-08-20,
2010-08-21,
2010-08-22,
2010-08-23,
2010-08-24,
2010-08-25,
2010-08-26,
2010-08-27,
2010-08-28,
2010-08-29,
2010-08-30,
2010-08-31,
2010-09-01,
2010-09-02,
2010-09-03,
2010-09-04,
2010-09-05,
2010-09-06,
2010-09-07,
2010-09-08,
2010-09-09,
2010-09-10,
2010-09-11,
2010-09-12,
2010-09-13,
2010-09-14,
2010-09-15,
2010-09-16,
2010-09-17,
2010-09-18,
2010-09-19,
2010-09-20,
2010-09-21,
2010-09-22,
2010-09-23,
2010-09-24,
2010-09-25,
2010-09-26,
2010-09-27,
2010-09-28,
2010-09-29,
2010-09-30,
2010-10-01,
2010-10-02,
2010-10-03,
2010-10-04,
2010-10-05,
2010-10-06,
2010-10-07,
2010-10-08,
2010-10-09,
2010-10-10,
2010-10-11,
2010-10-12,
2010-10-13,
2010-10-14,
2010-10-15,
2010-10-16,
2010-10-17,
2010-10-18,
2010-10-19,
2010-10-20,
2010-10-21,
2010-10-22,
2010-10-23,
2010-10-24,
2010-10-25,
2010-10-26,
2010-10-27,
2010-10-28,
2010-10-29,
2010-10-30,
2010-10-31,
2010-11-01,
2010-11-02,
2010-11-03,
2010-11-04,
2010-11-05,
2010-11-06,
2010-11-07,
2010-11-08,
2010-11-09,
2010-11-10,
2010-11-11,
2010-11-12,
2010-11-13,
2010-11-14,
2010-11-15,
2010-11-16,
2010-11-17,
2010-11-18,
2010-11-19,
2010-11-20,
2010-11-21,
2010-11-22,
2010-11-23,
2010-11-24,
2010-11-25,
2010-11-26,
2010-11-27,
2010-11-28,
2010-11-29,
2010-11-30,
2010-12-01,
2010-12-02,
2010-12-03,
2010-12-04,
2010-12-05,
2010-12-06,
2010-12-07,
2010-12-08,
2010-12-09,
2010-12-10,
2010-12-11,
2010-12-12,
2010-12-13,
2010-12-14,
2010-12-15,
2010-12-16,
2010-12-17,
2010-12-18,
2010-12-19,
2010-12-20,
2010-12-21,
2010-12-22,
2010-12-23,
2010-12-24,
2010-12-25,
2010-12-26,
2010-12-27,
2010-12-28,
2010-12-29,
2010-12-30,
2010-12-31,
2011-01-01,35489.95
2011-01-02,35421.225999999995
2011-01-03,34871.398
2011-01-04,35952.450999999994
2011-01-05,37409.659
2011-01-06,37972.456
2011-01-07,38080.519
2011-01-08,38737.042
2011-01-09,37531.986999999994
2011-01-10,37949.722
2011-01-11,40577.956
2011-01-12,41114.077000000005
2011-01-13,40645.501
2011-01-14,40281.613
2011-01-15,39633.982
2011-01-16,38391.703
2011-01-17,38660.218
2011-01-18,41804.746
2011-01-19,41663.373999999996
2011-01-20,42580.159
2011-01-21,43030.149999999994
2011-01-22,43325.35
2011-01-23,41567.209
2011-01-24,40575.256
2011-01-25,42634.699
2011-01-26,42026.83
2011-01-27,42566.965000000004
2011-01-28,42342.208
2011-01-29,41966.341
2011-01-30,39554.683
2011-01-31,38276.098
2011-02-01,40601.617
2011-02-02,40457.104
2011-02-03,39900.31
2011-02-04,41320.204
2011-02-05,41758.288
2011-02-06,39148.0
2011-02-07,38254.192
2011-02-08,40707.259
2011-02-09,41019.181
2011-02-10,41415.388
2011-02-11,41887.6
2011-02-12,41981.740000000005
2011-02-13,40264.45
2011-02-14,39742.54
2011-02-15,40830.549999999996
2011-02-16,40742.647
2011-02-17,40501.456
2011-02-18,40716.502
2011-02-19,39574.897
2011-02-20,36966.094
2011-02-21,36790.864
2011-02-22,36914.227
2011-02-23,36582.621999999996
2011-02-24,38813.911
2011-02-25,38471.767
2011-02-26,38393.449
2011-02-27,37379.833
2011-02-28,33524.251
2011-03-01,35355.832
2011-03-02,35634.616
2011-03-03,36649.168
2011-03-04,37009.996
2011-03-05,36443.419
2011-03-06,34620.325
2011-03-07,34561.591
2011-03-08,34236.529
2011-03-09,36782.332
2011-03-10,36691.819
2011-03-11,36662.47
2011-03-12,36248.344
2011-03-13,34767.871
2011-03-14,34330.75
2011-03-15,36114.091
2011-03-16,36231.685
2011-03-17,36533.707
2011-03-18,37059.379
2011-03-19,36874.609
2011-03-20,34630.891
2011-03-21,34137.808
2011-03-22,35683.918
2011-03-23,35309.491
2011-03-24,35787.238
2011-03-25,35134.621
2011-03-26,34829.35
2011-03-27,33071.848
2011-03-28,31468.759
2011-03-29,34399.933
2011-03-30,34651.942
2011-03-31,34485.118
2011-04-01,33812.026
2011-04-02,33031.843
2011-04-03,31457.202999999998
2011-04-04,30733.279
2011-04-05,33295.471
2011-04-06,33302.023
2011-04-07,33441.307
2011-04-08,33468.424
2011-04-09,34140.364
2011-04-10,32898.445
2011-04-11,32313.535
2011-04-12,33418.797999999995
2011-04-13,33208.134999999995
2011-04-14,32763.463
2011-04-15,32685.631
2011-04-16,31822.711000000003
2011-04-17,30645.349000000002
2011-04-18,29575.15
2011-04-19,32096.095
2011-04-20,31627.861
2011-04-21,30494.518
2011-04-22,30447.511000000002
2011-04-23,30046.606
2011-04-24,29214.358
2011-04-25,28389.247
2011-04-26,30799.636000000002
2011-04-27,30888.727
2011-04-28,32710.885
2011-04-29,31963.732
2011-04-30,30991.894
2011-05-01,29044.627
2011-05-02,27761.281
2011-05-03,28419.226
2011-05-04,30025.131999999998
2011-05-05,29947.849000000002
2011-05-06,29368.257999999998
2011-05-07,28327.246
2011-05-08,27074.068
2011-05-09,27376.675
2011-05-10,28024.513
2011-05-11,29557.87
2011-05-12,29758.642
2011-05-13,29809.321
2011-05-14,29492.611
2011-05-15,27466.63
2011-05-16,26709.334
2011-05-17,28816.45
2011-05-18,28762.63
2011-05-19,29628.511000000002
2011-05-20,29759.902
2011-05-21,29086.261000000002
2011-05-22,28106.521
2011-05-23,27098.332000000002
2011-05-24,28931.875
2011-05-25,28985.983
2011-05-26,29280.742000000002
2011-05-27,29150.35
2011-05-28,28686.319
2011-05-29,27158.47
2011-05-30,26374.740999999998
2011-05-31,28829.095
2011-06-01,28550.482
2011-06-02,28661.641
2011-06-03,29025.403
2011-06-04,29139.712
2011-06-05,27432.592
2011-06-06,27431.322999999997
2011-06-07,28885.282
2011-06-08,28998.609999999997
2011-06-09,28934.089
2011-06-10,29130.217
2011-06-11,29452.182999999997
2011-06-12,27592.108
2011-06-13,26582.074
2011-06-14,27200.589999999997
2011-06-15,29573.025999999998
2011-06-16,29829.22
2011-06-17,30380.938000000002
2011-06-18,30268.303
2011-06-19,28053.483999999997
2011-06-20,27317.995
2011-06-21,29287.744
2011-06-22,30064.975
2011-06-23,30643.414
2011-06-24,30911.038
2011-06-25,30838.614999999998
2011-06-26,29834.35
2011-06-27,29363.641
2011-06-28,32273.089
2011-06-29,31966.765
2011-06-30,32347.024
2011-07-01,31888.033
2011-07-02,30657.994
2011-07-03,28858.578999999998
2011-07-04,28206.609999999997
2011-07-05,31404.751
2011-07-06,30672.150999999998
2011-07-07,30494.302
2011-07-08,30402.403
2011-07-09,30729.211000000003
2011-07-10,28702.51
2011-07-11,28710.124
2011-07-12,31028.668
2011-07-13,32086.6
2011-07-14,31520.842
2011-07-15,31039.197999999997
2011-07-16,30063.337
2011-07-17,29942.242000000002
2011-07-18,29403.664
2011-07-19,31611.499
2011-07-20,32091.586000000003
2011-07-21,31656.931
2011-07-22,31333.308999999997
2011-07-23,31638.931
2011-07-24,30515.02
2011-07-25,29924.764
2011-07-26,32018.731
2011-07-27,32331.697
2011-07-28,32486.433999999997
2011-07-29,32508.897999999997
2011-07-30,32201.89
2011-07-31,30611.194
2011-08-01,29732.884
2011-08-02,32401.789
2011-08-03,32323.705
2011-08-04,32137.072
2011-08-05,32215.831000000002
2011-08-06,32666.317000000003
2011-08-07,30200.515
2011-08-08,29464.567000000003
2011-08-09,32399.386000000002
2011-08-10,32266.734999999997
2011-08-11,32307.972999999998
2011-08-12,32255.053
2011-08-13,32239.006
2011-08-14,30429.150999999998
2011-08-15,29055.724000000002
2011-08-16,30939.469
2011-08-17,31423.957
2011-08-18,30812.794
2011-08-19,30853.042
2011-08-20,30575.346999999998
2011-08-21,28860.864999999998
2011-08-22,27582.604
2011-08-23,30369.238
2011-08-24,30511.275999999998
2011-08-25,30196.744
2011-08-26,31198.885
2011-08-27,30317.245
2011-08-28,28349.808999999997
2011-08-29,27379.087
2011-08-30,29548.825
2011-08-31,29836.752999999997
2011-09-01,30233.671
2011-09-02,30464.728
2011-09-03,30417.694
2011-09-04,29018.266
2011-09-05,28592.251
2011-09-06,31142.058999999997
2011-09-07,31244.056
2011-09-08,31197.499
2011-09-09,30747.076
2011-09-10,30916.734999999997
2011-09-11,29388.157
2011-09-12,28394.737
2011-09-13,30511.807
2011-09-14,30634.342
2011-09-15,30694.264
2011-09-16,30513.22
2011-09-17,30772.077999999998
2011-09-18,29427.586000000003
2011-09-19,28607.721999999998
2011-09-20,30963.021999999997
2011-09-21,31007.149
2011-09-22,30780.853
2011-09-23,29122.665999999997
2011-09-24,29606.542
2011-09-25,28102.12
2011-09-26,27300.175
2011-09-27,29296.456
2011-09-28,29282.209
2011-09-29,29532.147999999997
2011-09-30,29319.775
2011-10-01,31414.201
2011-10-02,30277.267
2011-10-03,30361.102
2011-10-04,32591.653
2011-10-05,34094.590000000004
2011-10-06,35494.126
2011-10-07,35675.431
2011-10-08,34876.519
2011-10-09,32743.042
2011-10-10,31611.175
2011-10-11,35658.187
2011-10-12,35466.118
2011-10-13,35708.325999999994
2011-10-14,35728.153000000006
2011-10-15,36002.554000000004
2011-10-16,34815.526
2011-10-17,33895.879
2011-10-18,36251.926
2011-10-19,36320.407
2011-10-20,35842.534
2011-10-21,35989.0
2011-10-22,36724.534
2011-10-23,33814.771
2011-10-24,33286.48
2011-10-25,35622.061
2011-10-26,35895.472
2011-10-27,36211.255000000005
2011-10-28,36294.621999999996
2011-10-29,36238.291000000005
2011-10-30,34718.209
2011-10-31,33889.741
2011-11-01,36225.151
2011-11-02,35922.346
2011-11-03,35501.569
2011-11-04,33261.676
2011-11-05,33640.350999999995
2011-11-06,33909.676
2011-11-07,33612.585999999996
2011-11-08,35654.587
2011-11-09,36016.459
2011-11-10,35937.016
2011-11-11,35912.617
2011-11-12,36490.957
2011-11-13,35924.11
2011-11-14,33497.062
2011-11-15,35704.915
2011-11-16,35262.061
2011-11-17,35232.883
2011-11-18,35884.258
2011-11-19,36432.736
2011-11-20,34951.264
2011-11-21,34855.549
2011-11-22,36735.505000000005
2011-11-23,37150.918
2011-11-24,36699.982
2011-11-25,36425.5
2011-11-26,36363.238
2011-11-27,34759.582
2011-11-28,34115.344
2011-11-29,35973.052
2011-11-30,37174.579
2011-12-01,39165.082
2011-12-02,38908.717000000004
2011-12-03,40499.143000000004
2011-12-04,38993.947
2011-12-05,37736.611
2011-12-06,38701.969
2011-12-07,38379.526
2011-12-08,39097.248999999996
2011-12-09,39056.100999999995
2011-12-10,38701.654
2011-12-11,36588.166000000005
2011-12-12,35762.532999999996
2011-12-13,38864.598999999995
2011-12-14,39359.157999999996
2011-12-15,39268.618
2011-12-16,39320.989
2011-12-17,39020.452000000005
2011-12-18,37278.159999999996
2011-12-19,37029.625
2011-12-20,39781.797999999995
2011-12-21,39761.602
2011-12-22,39738.346
2011-12-23,39040.909
2011-12-24,38841.199
2011-12-25,37552.255000000005
2011-12-26,36730.024
2011-12-27,38000.491
2011-12-28,38258.871999999996
2011-12-29,37603.636
2011-12-30,37365.009999999995
2011-12-31,36296.971
2012-01-01,34696.087
2012-01-02,34550.9116
2012-01-03,34884.2428
2012-01-04,35452.3651
2012-01-05,35813.5459
2012-01-06,37113.5986
2012-01-07,36768.8419
2012-01-08,37165.8382
2012-01-09,36461.205700000006
2012-01-10,36430.0072
2012-01-11,39142.5766
2012-01-12,39959.4877
2012-01-13,39339.0151
2012-01-14,39207.6313
2012-01-15,37583.114199999996
2012-01-16,36726.2413
2012-01-17,38793.4738
2012-01-18,39699.5416
2012-01-19,39957.9964
2012-01-20,40945.8589
2012-01-21,40853.311
2012-01-22,39035.850999999995
2012-01-23,38193.433899999996
2012-01-24,39585.529599999994
2012-01-25,40462.5679
2012-01-26,40244.218
2012-01-27,40245.2935
2012-01-28,39771.9358
2012-01-29,38259.8881
2012-01-30,36835.510299999994
2012-01-31,38795.2468
2012-02-01,39756.816699999996
2012-02-02,39453.924399999996
2012-02-03,39401.44
2012-02-04,39133.1284
2012-02-05,37817.9188
2012-02-06,36342.691
2012-02-07,38592.023199999996
2012-02-08,38676.6169
2012-02-09,38090.2111
2012-02-10,37998.9718
2012-02-11,39318.928
2012-02-12,38432.176
2012-02-13,36965.95
2012-02-14,38753.674
2012-02-15,39294.943
2012-02-16,40355.7037
2012-02-17,40971.1336
2012-02-18,42268.010200000004
2012-02-19,40452.255699999994
2012-02-20,38761.6264
2012-02-21,41064.528399999996
2012-02-22,41235.057700000005
2012-02-23,39330.5452
2012-02-24,41345.4031
2012-02-25,41585.4367
2012-02-26,40169.5909
2012-02-27,40007.2543
2012-02-28,41454.1771
2012-02-29,41999.4772
2012-03-01,42192.6136
2012-03-02,41014.1158
2012-03-03,40257.2986
2012-03-04,39569.1469
2012-03-05,36763.697499999995
2012-03-06,36411.1261
2012-03-07,36421.4869
2012-03-08,39060.4012
2012-03-09,38575.9609
2012-03-10,38413.528
2012-03-11,37142.193400000004
2012-03-12,35631.3211
2012-03-13,37554.784
2012-03-14,37521.789099999995
2012-03-15,36859.8535
2012-03-16,36674.8837
2012-03-17,36880.5769
2012-03-18,35679.229900000006
2012-03-19,35119.9771
2012-03-20,37013.5438
2012-03-21,37383.434799999995
2012-03-22,37097.8891
2012-03-23,37313.3068
2012-03-24,36943.9351
2012-03-25,36084.534999999996
2012-03-26,33868.7368
2012-03-27,36413.1529
2012-03-28,37005.124299999996
2012-03-29,36923.0812
2012-03-30,36922.328799999996
2012-03-31,36475.3366
2012-04-01,34617.793300000005
2012-04-02,33119.3833
2012-04-03,34864.7479
2012-04-04,35151.1621
2012-04-05,35208.022300000004
2012-04-06,35533.4047
2012-04-07,35244.9214
2012-04-08,33455.5144
2012-04-09,33264.4255
2012-04-10,35062.1305
2012-04-11,35195.2288
2012-04-12,34562.747500000005
2012-04-13,34004.704300000005
2012-04-14,34231.992099999996
2012-04-15,32558.8291
2012-04-16,31389.8749
2012-04-17,33442.648
2012-04-18,34063.0945
2012-04-19,33135.2791
2012-04-20,33138.5668
2012-04-21,32680.6531
2012-04-22,31333.4026
2012-04-23,30127.6708
2012-04-24,31889.8177
2012-04-25,31548.0256
2012-04-26,30608.5507
2012-04-27,30613.6555
2012-04-28,30469.4782
2012-04-29,28652.7094
2012-04-30,27971.1907
2012-05-01,28854.7171
2012-05-02,29836.513600000002
2012-05-03,30575.1382
2012-05-04,30888.1969
2012-05-05,30683.186800000003
2012-05-06,28449.9286
2012-05-07,27746.459799999997
2012-05-08,28268.1025
2012-05-09,30456.634299999998
2012-05-10,30338.917
2012-05-11,29683.4542
2012-05-12,30164.9551
2012-05-13,29023.2961
2012-05-14,28168.693
2012-05-15,30198.9994
2012-05-16,30121.009
2012-05-17,29599.27
2012-05-18,29885.2171
2012-05-19,29666.2012
2012-05-20,28484.304099999998
2012-05-21,27794.6521
2012-05-22,29735.1502
2012-05-23,30369.5485
2012-05-24,30893.8183
2012-05-25,30650.7652
2012-05-26,30440.805999999997
2012-05-27,29500.8829
2012-05-28,28682.430999999997
2012-05-29,30391.9621
2012-05-30,30843.2545
2012-05-31,30709.7782
2012-06-01,30404.535099999997
2012-06-02,30077.5813
2012-06-03,29125.0942
2012-06-04,28239.3322
2012-06-05,30003.7273
2012-06-06,30516.413200000003
2012-06-07,30234.579999999998
2012-06-08,29820.0499
2012-06-09,29448.900700000002
2012-06-10,28743.016300000003
2012-06-11,27073.0438
2012-06-12,27036.3904
2012-06-13,29295.853
2012-06-14,29751.2656
2012-06-15,29563.702
2012-06-16,29525.9398
2012-06-17,27697.4323
2012-06-18,26757.3904
2012-06-19,29094.0415
2012-06-20,29541.3964
2012-06-21,30417.9145
2012-06-22,30779.0314
2012-06-23,30018.7078
2012-06-24,28644.572500000002
2012-06-25,28030.273
2012-06-26,30359.0671
2012-06-27,30760.009899999997
2012-06-28,31325.663500000002
2012-06-29,31513.9804
2012-06-30,31699.4083
2012-07-01,30056.9614
2012-07-02,28480.147899999996
2012-07-03,30845.932
2012-07-04,29783.4271
2012-07-05,29799.735099999998
2012-07-06,29610.851199999997
2012-07-07,30121.8523
2012-07-08,28684.3651
2012-07-09,27635.263
2012-07-10,29604.828400000002
2012-07-11,29724.3538
2012-07-12,29611.753
2012-07-13,29660.9182
2012-07-14,30275.018799999998
2012-07-15,29183.418700000002
2012-07-16,28223.3932
2012-07-17,30606.7894
2012-07-18,31483.4749
2012-07-19,32173.5346
2012-07-20,32401.6711
2012-07-21,32650.882899999997
2012-07-22,30685.8571
2012-07-23,29691.826
2012-07-24,32395.899400000002
2012-07-25,32838.9361
2012-07-26,32992.1467
2012-07-27,33094.9024
2012-07-28,33212.2678
2012-07-29,31307.407
2012-07-30,30380.790399999998
2012-07-31,32665.458400000003
2012-08-01,32240.176900000002
2012-08-02,31487.4655
2012-08-03,30899.6872
2012-08-04,29705.7391
2012-08-05,27969.6067
2012-08-06,27097.0675
2012-08-07,29712.6097
2012-08-08,30416.4826
2012-08-09,31022.9305
2012-08-10,31597.456299999998
2012-08-11,31616.9863
2012-08-12,29878.615599999997
2012-08-13,29369.7871
2012-08-14,31334.2414
2012-08-15,31059.223899999997
2012-08-16,30888.4327
2012-08-17,29972.5504
2012-08-18,29810.8492
2012-08-19,27750.537699999997
2012-08-20,26876.6215
2012-08-21,28609.4464
2012-08-22,28554.101799999997
2012-08-23,28249.732600000003
2012-08-24,28212.2134
2012-08-25,28168.2745
2012-08-26,27115.5535
2012-08-27,26393.353900000002
2012-08-28,27863.7757
2012-08-29,28417.0255
2012-08-30,28598.1253
2012-08-31,28660.182099999998
2012-09-01,28757.1328
2012-09-02,28103.1694
2012-09-03,26886.2776
2012-09-04,29072.9041
2012-09-05,29205.655899999998
2012-09-06,29325.3946
2012-09-07,29885.821900000003
2012-09-08,29493.6496
2012-09-09,28065.7735
2012-09-10,27194.4187
2012-09-11,29518.5337
2012-09-12,30293.703700000002
2012-09-13,30202.4752
2012-09-14,30141.7954
2012-09-15,30025.627
2012-09-16,28391.8048
2012-09-17,27455.6446
2012-09-18,29697.2152
2012-09-19,30193.709199999998
2012-09-20,29787.0379
2012-09-21,29817.8053
2012-09-22,29859.1846
2012-09-23,28368.5272
2012-09-24,27970.126
2012-09-25,29598.7255
2012-09-26,30456.172599999998
2012-09-27,31217.173899999998
2012-09-28,31792.6888
2012-09-29,32046.482500000002
2012-09-30,30263.271099999998
2012-10-01,29675.9257
2012-10-02,33098.7472
2012-10-03,33931.408299999996
2012-10-04,34049.428
2012-10-05,34082.1466
2012-10-06,33838.701100000006
2012-10-07,31646.4649
2012-10-08,30593.7232
2012-10-09,32918.6185
2012-10-10,33733.0447
2012-10-11,34190.9548
2012-10-12,34069.2946
2012-10-13,33322.9903
2012-10-14,32080.9264
2012-10-15,31508.9386
2012-10-16,34484.5069
2012-10-17,35310.7636
2012-10-18,35539.1467
2012-10-19,35449.509399999995
2012-10-20,35945.971000000005
2012-10-21,33585.132399999995
2012-10-22,32896.4461
2012-10-23,35329.201
2012-10-24,36389.9311
2012-10-25,36917.8072
2012-10-26,36852.122500000005
2012-10-27,36739.2742
2012-10-28,34418.8951
2012-10-29,33524.575899999996
2012-10-30,36588.0211
2012-10-31,36016.0621
2012-11-01,35348.590599999996
2012-11-02,35295.2449
2012-11-03,32993.7946
2012-11-04,33436.1401
2012-11-05,33035.671599999994
2012-11-06,36185.4556
2012-11-07,37305.1717
2012-11-08,37833.8029
2012-11-09,37677.5386
2012-11-10,37331.7757
2012-11-11,35704.386699999995
2012-11-12,34908.748
2012-11-13,37327.0102
2012-11-14,37885.2145
2012-11-15,37669.2901
2012-11-16,37626.520300000004
2012-11-17,37186.1998
2012-11-18,35487.6676
2012-11-19,34587.0574
2012-11-20,37198.546899999994
2012-11-21,37912.3585
2012-11-22,38113.5058
2012-11-23,39056.2972
2012-11-24,38846.689
2012-11-25,37069.6228
2012-11-26,35924.3782
2012-11-27,37843.9954
2012-11-28,38442.2632
2012-11-29,38543.0299
2012-11-30,38528.339199999995
2013-01-01,38432.394700000004
2013-02-01,37148.4403
2013-03-01,36357.9937
2013-04-01,38867.5591
2013-05-01,38867.6419
2013-06-01,38962.0996
2013-07-01,39310.855899999995
2013-08-01,39232.3021
2013-09-01,37871.409400000004
2013-10-01,37419.4456
2013-11-01,39016.039300000004
2013-12-01,39555.1159
2014-01-01,38699.4958
2014-02-01,39047.9128
2014-03-01,39688.5679
2014-04-01,37839.2002
2014-05-01,37518.154
2014-06-01,39764.0275
2014-07-01,40520.0068
2014-08-01,40802.1712
2014-09-01,40619.7106
2014-10-01,40058.7469
2014-11-01,38872.4389
2014-12-01,37391.1685
2015-01-01,39258.8944
2015-02-01,39077.1511
2015-03-01,38950.0432
2015-04-01,38962.3606
2015-05-01,38266.278999999995
2015-06-01,37042.6381
